0.5349	3.1639
0.7586	3.3995
1.0956	3.8144
1.4636	4.2721
1.7569	4.5602
2.8502	4.7251
3.1220	4.9092
4.3039	6.1869
4.3220	6.1284
4.4175	6.2423
5.3103	6.9351
5.3766	7.1944
7.4967	9.1091
8.1823	11.3464
8.4259	11.9711
8.5981	12.1490
8.7569	12.4043
8.9403	12.6204
9.4702	13.1774
9.7068	13.3615
9.8974	13.2930
10.5296	13.8934
10.6840	13.8289
11.1185	14.1732
11.5529	14.4678
13.4751	15.1349
14.7440	16.4112
14.9139	16.6106
15.8517	17.5680
16.4093	18.0595
16.5776	18.3141
16.7777	18.3920
18.4949	20.1522
20.0608	21.5905
21.4615	24.2806
21.4650	24.3935
21.4696	24.3269
21.4747	24.2174
21.5241	24.3734
21.8678	24.8054
22.7009	25.1124
24.1607	25.7244
24.5089	26.0033
24.9782	27.8437
25.3867	28.2424
26.2350	28.7139
26.4731	28.7455
26.6633	28.9628
29.9460	31.5415
30.1851	31.8589
30.5251	32.6458
30.7400	32.9402
30.9843	33.4325
31.3347	33.4672
32.1330	34.1767
32.1984	34.2627
33.1060	34.5566
33.6250	35.5313
37.6553	39.8248
37.6887	40.1629
37.7123	40.1333
37.7377	40.2104
38.6883	41.3264
38.6909	41.4820
38.7954	41.3661
38.8199	41.4862
39.1837	41.6336
41.1811	42.8575
41.5200	43.2658
41.6379	43.5952
41.9578	44.2083
43.2593	44.9774
46.0148	47.5693
46.5505	48.3004
49.7427	51.7026
51.3075	52.8912
52.4389	54.1530
52.5668	54.2636
52.8244	54.4017
54.3019	55.7981
55.4982	57.1498
56.8111	58.9785
56.8519	58.9847
57.2354	59.7964
57.6892	60.8133
59.0400	61.1585
59.7948	61.4154
60.8052	62.3170
62.0275	63.6079
62.3147	64.0735
62.8544	64.6571
62.9064	64.8213
63.0813	65.1242
64.6175	66.2664
65.1117	66.8421
67.3357	69.4864
68.4491	70.5380
68.5876	70.6279
69.5407	71.6040
69.6304	71.9276
70.2088	72.8552
70.4890	73.1044
70.5507	73.0637
71.1214	73.4308
71.4888	73.8335
72.4758	74.1716
73.5273	75.5681
73.7231	75.7918
74.9679	76.5920
76.3128	78.3204
76.4173	78.4087
78.5524	79.9865
79.6741	81.5997
79.7679	81.8897
82.0223	83.9305
82.5382	84.5549
84.3383	85.9872
84.6430	86.2891
85.8792	87.5347
85.9482	87.6243
86.2912	87.8734
86.6391	88.2700
86.9791	89.0070
87.9838	89.5802
89.9095	92.2204
90.4624	92.9719
90.7097	93.4155
91.2285	93.9619
91.3487	94.0070
91.4767	93.9640
92.9566	94.6270
93.7663	95.2079
94.3357	96.4460
94.5520	96.3729
96.7889	98.4668
96.9806	99.1336
97.0990	99.3006
97.3280	99.5306
97.5454	99.7990
97.8888	99.8564
99.1074	101.0168
99.2163	101.2126
99.3052	101.4487
99.8808	101.9226
101.4444	103.2702
102.5922	104.2440
102.7432	104.6623
103.2137	104.7229
103.8307	105.5333
103.8905	105.7127
105.4434	107.9887
105.5681	108.2811
105.8992	108.4908
108.3548	110.1618
109.0772	111.3022
109.2941	111.7370
110.4287	112.2482
110.7653	112.6038
111.9380	113.5057
113.0794	114.9755
113.5518	115.7651
113.8226	115.9620
114.7676	116.7278
114.7756	116.7362
115.0829	117.3704
115.4780	117.9044
115.9096	118.2988
116.1680	118.3109
116.5142	118.7435
116.8617	118.9915
117.3436	119.1131
118.3279	120.2464
118.3856	120.4005
118.8605	120.3700
119.4298	120.9113
120.0366	121.6895
120.6187	122.1494
120.8746	122.4475
121.8115	124.0361
121.9179	124.1145
122.5151	124.7324
123.4986	125.1320
124.4542	126.2094
125.1197	127.0178
125.6633	127.1444
126.2032	127.8345
127.3085	128.9612
128.8915	130.4256
129.2096	131.0237
129.2110	131.0658
130.0050	131.8763
130.0191	131.9331
130.0871	131.9199
131.6838	133.4809
133.6804	135.3981
134.3737	136.4007
135.1419	136.7645
135.8873	137.4562
136.1955	138.4083
136.2966	138.7454
137.1745	139.0308
137.2420	139.0109
138.1260	139.6713
138.7686	140.2260
139.2203	141.0180
139.2904	141.2478
141.4687	143.0117
142.0748	143.7404
142.2389	143.9673
142.4872	144.3546
143.1424	144.6273
143.4404	145.3444
144.1754	146.0635
144.4777	146.8636
144.7324	147.3652
145.1322	147.9421
146.4253	149.2245
146.5517	149.4027
147.4468	149.7353
149.9334	151.8420
149.9622	151.9977
150.4944	152.3751
151.8443	153.5640
154.3206	157.1178
154.7122	157.3259
156.0714	157.5598
156.6732	158.2780
156.7225	158.3048
157.1454	158.7450
160.3882	162.0370
160.7088	162.1735
161.0909	162.8338
161.3583	163.1951
161.5852	163.3243
162.3135	164.2689
162.5679	164.7254
162.6327	164.9118
162.7551	164.8939
163.3459	165.5091
164.7077	167.9047
164.7533	167.9422
165.1591	168.0415
168.9494	170.5924
169.3158	171.2884
169.4229	171.9268
169.4925	172.0522
169.6746	172.3905
169.8692	172.7001
169.9134	172.6666
170.3176	173.0686
170.6953	173.1110
172.1401	173.8514
172.2815	173.9203
172.9876	174.5180
173.5101	175.0359
174.4596	176.2646
174.6871	177.2723
175.6526	178.9865
175.8959	179.1517
176.0214	179.1974
177.5761	179.4215
178.2694	180.5572
178.6179	180.7694
178.7683	181.1356
179.3571	181.5201
181.9311	183.6121
183.2542	184.8506
183.6470	185.4604
184.1532	185.9340
184.6788	186.4502
185.2827	187.0683
186.6230	188.1973
188.0697	190.4787
188.2281	190.4974
188.2760	190.6713
189.4716	191.1571
189.6299	191.5346
189.9569	191.9352
189.9675	191.9258
190.2101	192.0094
191.1433	192.8331
191.1445	192.9252
191.6505	193.3154
192.9780	194.9261
193.0457	195.2630
193.2920	196.1555
193.4171	196.4388
193.5729	196.3307
193.6184	196.5832
193.8920	196.5832
193.9552	196.7368
195.2186	197.1824
195.8046	197.3635
196.1192	198.4951
196.4666	198.5838
198.8270	200.4060
199.2359	200.9522
200.4391	202.5458
200.5258	202.5934
200.8889	203.2367
201.3046	203.6735
201.4021	203.9738
201.5612	204.2421
202.3439	204.7772
203.8544	205.4162
205.5978	207.2309
205.8686	207.6196
206.2698	207.8223
206.6892	208.4073
207.4918	209.1072
208.9986	210.9039
209.1352	211.0294
210.0499	211.6925
211.1546	213.4626
211.1682	213.4845
211.5414	213.5100
212.3633	213.8747
212.8564	214.7970
213.0524	215.1237
215.4681	217.4356
216.0709	218.7345
216.0710	218.5789
216.1436	218.6876
216.1834	218.9292
216.9405	219.3679
217.2623	219.6131
219.3365	221.0718
219.8919	221.4532
220.4451	222.3074
220.5145	222.4663
220.5267	222.6295
220.8982	223.0274
222.7648	225.3463
223.8674	225.4004
225.1855	226.7049
225.6304	227.6718
226.0067	227.7354
228.4791	230.0373
230.8106	232.5890
231.0466	233.8506
231.1044	233.8601
231.2460	233.9975
231.5395	234.4545
232.3092	234.8774
233.5388	235.1834
234.5561	236.0940
234.9444	236.8334
235.0011	237.0269
235.8213	237.8267
237.3966	239.0651
238.1052	239.5088
239.9004	241.9267
241.0948	242.8260
241.2861	243.1431
241.8366	243.5846
242.0627	244.3732
242.1755	244.2909
243.2907	244.9482
243.3550	244.9187
245.1343	246.5584
245.5171	247.1360
245.6447	247.4253
245.9428	247.6123
247.5379	249.5880
247.9142	249.7275
249.8843	252.4248
249.8957	252.5283
250.0321	252.8436
250.8164	253.4290
252.0466	253.5627
252.6387	254.4957
252.6834	254.4381
255.3028	257.4746
256.5927	258.0886
257.7618	261.1640
257.8980	261.1726
257.9551	261.3665
258.9966	261.6470
259.1570	261.6464
259.9262	261.8345
261.6915	263.8990
263.9678	265.6004
264.3323	266.0246
264.5612	266.4292
265.0098	267.0557
267.4898	268.9565
268.5476	270.0861
268.7540	271.4179
269.5564	272.3078
269.6169	272.4484
270.0277	272.8576
270.2451	273.1385
271.8175	273.5403
272.6541	274.2695
273.0523	274.6178
273.4240	275.0891
273.9591	275.5127
274.2673	276.0107
274.3906	275.9131
274.6951	276.4118
275.8412	277.4153
276.3844	278.5384
276.4144	278.4542
276.6276	278.7670
276.8809	279.3834
277.5185	279.9522
277.8473	280.1587
279.5644	281.3000
279.6556	281.3524
279.9530	281.9095
280.1818	282.1008
281.5087	283.2468
281.8090	283.3983
282.1331	283.9604
282.1686	283.7934
283.6935	285.2564
283.9849	285.7699
284.1749	286.1994
284.6560	286.5794
285.7818	287.5150
285.8707	287.4468
286.4651	288.2587
287.9769	289.6433
287.9991	289.9072
288.5171	290.1149
290.7127	292.4413
293.7621	295.4316
293.9283	295.6314
295.5206	297.2549
296.7182	298.3946
296.8895	299.6377
297.2603	299.8626
297.6780	299.9962
298.4754	300.0991
299.1369	300.8383
301.2098	302.8243
301.2620	303.0483
301.9071	303.3331
302.6524	304.2925
303.6387	305.2994
304.6226	306.1079
305.3770	306.8616
305.8489	307.3021
306.4026	308.2460
306.6136	308.8931
306.6479	309.0062
307.0434	309.2331
307.4762	309.0981
308.3653	309.9899
309.6858	311.5395
311.6814	313.0932
313.4022	315.4862
313.7014	316.1501
313.7303	316.3847
314.5933	317.3850
314.7244	317.6532
315.1090	317.8805
315.6189	318.0109
316.9369	318.5757
318.3829	319.9809
319.3994	320.9648
324.2027	326.4375
324.2047	326.4962
324.3352	327.0058
324.8558	327.4645
325.0436	327.8340
325.1972	327.8959
325.7255	327.8551
326.2208	328.1867
327.8175	329.3286
327.9878	329.5291
328.2909	330.2745
328.6215	330.6350
328.6725	330.7886
329.0758	331.1675
329.6863	331.3677
331.0969	332.7148
331.5441	333.1928
331.8706	333.5292
332.1706	333.8966
332.2915	334.2182
332.7815	334.7851
332.8629	335.0246
334.6255	336.0801
335.1037	336.8176
335.3397	337.1812
337.3917	339.0424
340.8243	342.5208
340.9106	342.4565
341.4606	343.0296
341.7863	343.4605
342.0529	343.8030
342.4292	345.0848
342.4879	345.2845
343.0758	345.7750
343.7354	345.9617
344.2329	346.1017
345.1140	346.7776
346.8943	348.6269
347.9500	349.6590
348.8850	350.4426
350.2135	352.1298
350.2384	352.0833
351.1947	353.2410
352.5285	354.1865
354.2174	356.4707
354.2267	356.5348
354.4962	356.8644
354.5691	357.0536
355.3303	357.2605
355.4883	357.2822
356.4287	358.0578
356.8372	358.8255
356.8526	358.9693
357.2015	359.2384
357.3054	359.3212
358.0650	359.7189
