1.6141	4.1857
2.0514	4.6957
2.2076	5.2181
2.2119	5.0576
2.8675	5.7431
2.8973	5.6291
4.8222	6.2371
5.5566	7.3642
5.6565	8.1350
5.9844	8.7638
6.1987	9.3170
6.4245	9.7248
6.5314	9.9764
7.0301	10.6144
7.5885	11.6017
7.8821	11.7556
8.3276	12.2943
8.5319	12.4458
8.6137	12.8643
8.8791	13.0849
9.1997	13.4790
9.9278	14.0704
10.8136	14.8543
10.9065	15.0046
11.0900	15.0628
11.1264	14.9910
12.2086	15.5977
12.7191	15.6860
13.3795	15.9782
13.7022	16.1053
15.5248	17.2637
16.1505	17.7969
16.6204	18.3734
17.7501	19.5715
18.7658	20.8517
19.3047	21.0088
19.8526	21.6502
21.0385	22.8469
21.0912	22.9647
21.7649	23.5392
22.4218	24.2196
22.6595	24.1878
23.5393	25.5220
24.0669	25.7879
24.0961	25.7801
25.3702	27.3269
25.4904	27.3502
25.8461	27.5320
26.4334	28.0847
26.6432	28.2895
27.1311	28.6361
27.8618	29.4868
29.3239	30.9802
31.2784	33.3901
31.5339	33.5760
32.4212	34.0404
32.8521	34.7330
32.9795	34.8301
33.7820	36.7416
34.5048	37.9121
35.0775	39.1700
35.1912	39.4956
35.2222	39.3451
35.4212	39.9143
35.6984	40.2749
36.0568	40.9439
36.3342	41.3861
37.7803	42.0550
37.9266	42.1968
38.0920	42.2403
38.0995	42.3111
38.1946	42.1411
40.2731	42.9093
40.4481	42.9713
40.5577	43.0268
42.0942	43.7831
42.2020	43.9121
42.6118	44.3445
43.9333	45.8083
44.0177	45.9065
44.3306	46.0704
44.7977	46.9007
44.9522	47.0182
45.3560	46.9983
46.2163	47.8582
46.7078	48.2438
47.3248	49.0543
48.2795	49.9182
49.2775	50.8992
49.7862	51.4319
50.9800	54.1275
50.9988	54.3055
51.0662	54.2425
54.8172	56.7479
55.0533	57.1351
55.0603	57.1557
56.3837	58.0199
58.0346	60.5408
58.0571	60.7266
58.7896	60.9037
59.9868	61.4290
61.2910	63.5977
61.6780	64.3624
62.2179	64.7799
62.3386	65.0762
62.5849	65.0993
62.6997	65.2707
63.5548	65.5197
63.6389	65.5519
64.6297	66.3368
65.3729	67.0869
65.9330	68.2099
67.7244	69.2848
68.6208	70.2681
69.2125	71.0861
69.7788	71.8053
69.9581	72.1403
70.0606	71.9794
70.2525	72.2595
74.0046	75.7420
74.2405	75.9765
75.2242	76.9492
75.3696	77.0887
76.5387	78.1124
77.1865	78.7983
77.9850	79.8100
78.0182	79.8421
78.5713	80.3480
78.6871	80.5426
79.5102	81.1792
80.0481	81.7354
80.5136	82.3416
80.8384	83.1101
81.0245	83.6386
81.5923	84.3041
82.4240	84.4695
82.5409	84.5084
83.1222	85.0434
83.2613	85.3159
85.2287	86.8526
85.7752	87.6917
85.7783	87.7173
85.9766	87.6572
86.9612	89.2967
87.2039	89.4028
87.4108	89.5750
87.6622	89.9732
89.0593	90.8615
90.3692	91.9960
91.7693	93.4143
92.8887	94.4673
93.6346	95.3611
94.8494	96.8316
96.4007	97.8908
97.2390	98.7270
99.1984	101.5860
99.2238	101.8599
99.5627	103.1280
99.9595	103.5965
100.0991	103.7633
100.1712	103.8215
100.6174	104.0861
101.0555	104.3955
101.7930	104.6374
102.0668	104.6858
102.6727	104.9341
103.3603	105.6057
103.3961	105.5842
104.2754	106.1086
104.3831	106.1553
104.9261	107.0858
105.0368	107.2090
105.2442	107.3988
105.5722	108.0035
105.8505	108.6997
105.8687	108.7228
106.3417	108.9267
106.9137	109.3877
107.4422	109.9651
107.6843	110.3919
107.7319	110.5081
109.0715	111.2193
113.4983	115.0174
113.6572	115.3519
114.1459	115.7221
115.7342	117.3648
116.0284	117.9506
116.0981	118.5398
116.2433	119.1387
116.4484	119.5365
116.5174	119.6023
116.9218	120.2494
117.9915	120.5350
117.9948	120.7681
120.6840	122.7375
122.6959	124.1957
123.1711	125.1245
123.4438	125.4094
124.1249	125.8151
124.3418	126.2042
125.1803	127.0587
125.7771	127.6247
126.5326	128.2268
127.3617	129.0419
127.8942	129.4233
128.7988	130.3432
130.0893	131.6315
130.5886	132.2346
131.0927	132.7129
131.2800	133.1929
132.3666	134.4856
133.8601	135.6331
135.6326	137.5367
137.7950	139.6371
137.8548	139.7120
138.5431	140.2453
138.6189	140.2237
138.9458	140.5011
139.0773	140.8904
139.2461	140.9874
139.9945	141.7647
140.0463	141.8439
141.2159	142.8418
141.9119	143.6310
142.2405	143.7670
142.5800	144.0861
143.0793	144.6173
143.9552	145.8268
144.0857	146.1093
144.2278	146.5068
